tracker_id,scope_type,category_title,domain,experience_bucket,semantic_family,source_candidate,source_indicator,common_year,country_coverage,integrity,user_note,requested_action,research_status,implementation_status,final_disposition,blocker_or_reason,source_url,validation_requirements,generation_priority_candidate,definition,unit,measurement_type,ranking_direction,raw_or_derived,tie_handling,source_type,source_hierarchy_tier,source_license,provenance_snapshot,comparison_year_policy,denominator_basis,currency_price_basis,geography_scope,entity_definition,uncertainty_handling,common_year_gate,coverage_gate,unit_comparability_gate,source_identity_gate,understandability_score,interest_score,uniqueness_score,player_quality_status,generation_priority_final,activation_gate,final_notes
family:naturalearthcountry:largest-east-west-span,new_source_family_candidate,Largest east-to-west span,Geography,Physical Geography,Geography,Natural Earth 1:10m sovereign country geometry,source-family rule largest-east-west-span; exact official indicator/series resolved and snapshotted by importer discovery,source-family common-year selector / static reference period; exact year recorded by validated import,minimum source-family coverage 150; eligible-universe completeness enforced by shared validation,strict_fail_closed_source_family_validation,Added in the v16.2.6 drastic source-family expansion pass; category count never overrides data/editorial quality.,validate_source_family_then_individual_editorial_review,source_family_path_implemented,implemented_fail_closed_source_family_importer,ready_for_source_family_validation,"Authoritative source-family importer exists. Candidate remains non-playable until exact source identity, common-year/eligible-universe coverage, unit/definition comparability, provenance/license, player-quality and board-feasibility gates pass.",https://www.naturalearthdata.com/downloads/10m-cultural-vectors/10m-admin-0-countries/,Validate exact official indicator/series; eligible-universe completeness; one common comparison year/reference period; comparable unit/denominator/base; provenance/license; tie-safe board feasibility; category-level Understand/Interest/Uniqueness review; no manual fills.,anchor,"Geodesic width of the smallest longitude arc containing the country’s mapped land, with antimeridian handling.",kilometers,other,high,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,primary_or_administrative,tier_1_primary_or_official,Public domain | https://www.naturalearthdata.com/about/terms-of-use/,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year source-family common-year selector / static reference period; exact year recorded by validated import,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,94,94,94,eligible_for_activation_review,anchor,warehouse import + integrity + player-quality + board-feasibility + release verifier,"Authoritative source-family importer exists. Candidate remains non-playable until exact source identity, common-year/eligible-universe coverage, unit/definition comparability, provenance/license, player-quality and board-feasibility gates pass."
family:naturalearthcountry:largest-tropical-land-area,new_source_family_candidate,Largest tropical land area,Geography,Physical Geography,Geography,Natural Earth 1:10m sovereign country geometry,source-family rule largest-tropical-land-area; exact official indicator/series resolved and snapshotted by importer discovery,source-family common-year selector / static reference period; exact year recorded by validated import,minimum source-family coverage 150; eligible-universe completeness enforced by shared validation,strict_fail_closed_source_family_validation,Added in the v16.2.6 drastic source-family expansion pass; category count never overrides data/editorial quality.,validate_source_family_then_individual_editorial_review,source_family_path_implemented,implemented_fail_closed_source_family_importer,ready_for_source_family_validation,"Authoritative source-family importer exists. Candidate remains non-playable until exact source identity, common-year/eligible-universe coverage, unit/definition comparability, provenance/license, player-quality and board-feasibility gates pass.",https://www.naturalearthdata.com/downloads/10m-cultural-vectors/10m-admin-0-countries/,Validate exact official indicator/series; eligible-universe completeness; one common comparison year/reference period; comparable unit/denominator/base; provenance/license; tie-safe board feasibility; category-level Understand/Interest/Uniqueness review; no manual fills.,anchor,Mapped country land area between the Tropic of Cancer and Tropic of Capricorn.,square kilometers,other,high,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,primary_or_administrative,tier_1_primary_or_official,Public domain | https://www.naturalearthdata.com/about/terms-of-use/,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year source-family common-year selector / static reference period; exact year recorded by validated import,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,98,98,98,eligible_for_activation_review,anchor,warehouse import + integrity + player-quality + board-feasibility + release verifier,"Authoritative source-family importer exists. Candidate remains non-playable until exact source identity, common-year/eligible-universe coverage, unit/definition comparability, provenance/license, player-quality and board-feasibility gates pass."
family:naturalearthcountry:largest-arctic-land-area,new_source_family_candidate,Largest Arctic land area,Geography,Physical Geography,Geography,Natural Earth 1:10m sovereign country geometry,source-family rule largest-arctic-land-area; exact official indicator/series resolved and snapshotted by importer discovery,source-family common-year selector / static reference period; exact year recorded by validated import,minimum source-family coverage 150; eligible-universe completeness enforced by shared validation,strict_fail_closed_source_family_validation,Added in the v16.2.6 drastic source-family expansion pass; category count never overrides data/editorial quality.,validate_source_family_then_individual_editorial_review,source_family_path_implemented,implemented_fail_closed_source_family_importer,ready_for_source_family_validation,"Authoritative source-family importer exists. Candidate remains non-playable until exact source identity, common-year/eligible-universe coverage, unit/definition comparability, provenance/license, player-quality and board-feasibility gates pass.",https://www.naturalearthdata.com/downloads/10m-cultural-vectors/10m-admin-0-countries/,Validate exact official indicator/series; eligible-universe completeness; one common comparison year/reference period; comparable unit/denominator/base; provenance/license; tie-safe board feasibility; category-level Understand/Interest/Uniqueness review; no manual fills.,anchor,Mapped country land area north of the Arctic Circle.,square kilometers,other,high,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,primary_or_administrative,tier_1_primary_or_official,Public domain | https://www.naturalearthdata.com/about/terms-of-use/,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year source-family common-year selector / static reference period; exact year recorded by validated import,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,98,98,98,eligible_for_activation_review,anchor,warehouse import + integrity + player-quality + board-feasibility + release verifier,"Authoritative source-family importer exists. Candidate remains non-playable until exact source identity, common-year/eligible-universe coverage, unit/definition comparability, provenance/license, player-quality and board-feasibility gates pass."
family:naturalearthcountry:most-land-neighbors,new_source_family_candidate,Most bordering countries,Geography,Physical Geography,Geography,Natural Earth 1:10m sovereign country geometry,source-family rule most-land-neighbors; exact official indicator/series resolved and snapshotted by importer discovery,source-family common-year selector / static reference period; exact year recorded by validated import,minimum source-family coverage 150; eligible-universe completeness enforced by shared validation,strict_fail_closed_source_family_validation,Added in the v16.2.6 drastic source-family expansion pass; category count never overrides data/editorial quality.,validate_source_family_then_individual_editorial_review,source_family_path_implemented,implemented_fail_closed_source_family_importer,ready_for_source_family_validation,"Authoritative source-family importer exists. Candidate remains non-playable until exact source identity, common-year/eligible-universe coverage, unit/definition comparability, provenance/license, player-quality and board-feasibility gates pass.",https://www.naturalearthdata.com/downloads/10m-cultural-vectors/10m-admin-0-countries/,Validate exact official indicator/series; eligible-universe completeness; one common comparison year/reference period; comparable unit/denominator/base; provenance/license; tie-safe board feasibility; category-level Understand/Interest/Uniqueness review; no manual fills.,anchor,Number of countries sharing a mapped land border.,neighboring countries,other,high,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,primary_or_administrative,tier_1_primary_or_official,Public domain | https://www.naturalearthdata.com/about/terms-of-use/,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year source-family common-year selector / static reference period; exact year recorded by validated import,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,92,96,92,eligible_for_activation_review,anchor,warehouse import + integrity + player-quality + board-feasibility + release verifier,"Authoritative source-family importer exists. Candidate remains non-playable until exact source identity, common-year/eligible-universe coverage, unit/definition comparability, provenance/license, player-quality and board-feasibility gates pass."
family:naturalearthcountry:landlocked-most-neighbors,new_source_family_candidate,Most neighbors among landlocked countries,Geography,Physical Geography,Geography,Natural Earth 1:10m sovereign country geometry,source-family rule landlocked-most-neighbors; exact official indicator/series resolved and snapshotted by importer discovery,source-family common-year selector / static reference period; exact year recorded by validated import,minimum source-family coverage 44; eligible-universe completeness enforced by shared validation,strict_fail_closed_source_family_validation,Added in the v16.2.6 drastic source-family expansion pass; category count never overrides data/editorial quality.,validate_source_family_then_individual_editorial_review,source_family_path_implemented,implemented_fail_closed_source_family_importer,ready_for_source_family_validation,"Authoritative source-family importer exists. Candidate remains non-playable until exact source identity, common-year/eligible-universe coverage, unit/definition comparability, provenance/license, player-quality and board-feasibility gates pass.",https://www.naturalearthdata.com/downloads/10m-cultural-vectors/10m-admin-0-countries/,Validate exact official indicator/series; eligible-universe completeness; one common comparison year/reference period; comparable unit/denominator/base; provenance/license; tie-safe board feasibility; category-level Understand/Interest/Uniqueness review; no manual fills.,anchor,"Number of countries sharing a mapped land border, ranked only among sovereign landlocked countries.",neighboring countries,other,high,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,primary_or_administrative,tier_1_primary_or_official,Public domain | https://www.naturalearthdata.com/about/terms-of-use/,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year source-family common-year selector / static reference period; exact year recorded by validated import,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,92,97,92,eligible_for_activation_review,anchor,warehouse import + integrity + player-quality + board-feasibility + release verifier,"Authoritative source-family importer exists. Candidate remains non-playable until exact source identity, common-year/eligible-universe coverage, unit/definition comparability, provenance/license, player-quality and board-feasibility gates pass."
family:naturalearthcountry:landlocked-fewest-neighbors,new_source_family_candidate,Fewest neighbors among landlocked countries,Geography,Physical Geography,Geography,Natural Earth 1:10m sovereign country geometry,source-family rule landlocked-fewest-neighbors; exact official indicator/series resolved and snapshotted by importer discovery,source-family common-year selector / static reference period; exact year recorded by validated import,minimum source-family coverage 44; eligible-universe completeness enforced by shared validation,strict_fail_closed_source_family_validation,Added in the v16.2.6 drastic source-family expansion pass; category count never overrides data/editorial quality.,validate_source_family_then_individual_editorial_review,source_family_path_implemented,implemented_fail_closed_source_family_importer,ready_for_source_family_validation,"Authoritative source-family importer exists. Candidate remains non-playable until exact source identity, common-year/eligible-universe coverage, unit/definition comparability, provenance/license, player-quality and board-feasibility gates pass.",https://www.naturalearthdata.com/downloads/10m-cultural-vectors/10m-admin-0-countries/,Validate exact official indicator/series; eligible-universe completeness; one common comparison year/reference period; comparable unit/denominator/base; provenance/license; tie-safe board feasibility; category-level Understand/Interest/Uniqueness review; no manual fills.,anchor,"Number of countries sharing a mapped land border, ranked only among sovereign landlocked countries.",neighboring countries,other,low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,primary_or_administrative,tier_1_primary_or_official,Public domain | https://www.naturalearthdata.com/about/terms-of-use/,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year source-family common-year selector / static reference period; exact year recorded by validated import,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,92,98,92,eligible_for_activation_review,anchor,warehouse import + integrity + player-quality + board-feasibility + release verifier,"Authoritative source-family importer exists. Candidate remains non-playable until exact source identity, common-year/eligible-universe coverage, unit/definition comparability, provenance/license, player-quality and board-feasibility gates pass."
family:naturalearthcountry:longest-land-border,new_source_family_candidate,Longest total land border,Geography,Physical Geography,Geography,Natural Earth 1:10m sovereign country geometry,source-family rule longest-land-border; exact official indicator/series resolved and snapshotted by importer discovery,source-family common-year selector / static reference period; exact year recorded by validated import,minimum source-family coverage 150; eligible-universe completeness enforced by shared validation,strict_fail_closed_source_family_validation,Added in the v16.2.6 drastic source-family expansion pass; category count never overrides data/editorial quality.,validate_source_family_then_individual_editorial_review,source_family_path_implemented,implemented_fail_closed_source_family_importer,ready_for_source_family_validation,"Authoritative source-family importer exists. Candidate remains non-playable until exact source identity, common-year/eligible-universe coverage, unit/definition comparability, provenance/license, player-quality and board-feasibility gates pass.",https://www.naturalearthdata.com/downloads/10m-cultural-vectors/10m-admin-0-countries/,Validate exact official indicator/series; eligible-universe completeness; one common comparison year/reference period; comparable unit/denominator/base; provenance/license; tie-safe board feasibility; category-level Understand/Interest/Uniqueness review; no manual fills.,anchor,Combined length of all mapped international land borders.,kilometers,other,high,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,primary_or_administrative,tier_1_primary_or_official,Public domain | https://www.naturalearthdata.com/about/terms-of-use/,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year source-family common-year selector / static reference period; exact year recorded by validated import,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,92,94,92,eligible_for_activation_review,anchor,warehouse import + integrity + player-quality + board-feasibility + release verifier,"Authoritative source-family importer exists. Candidate remains non-playable until exact source identity, common-year/eligible-universe coverage, unit/definition comparability, provenance/license, player-quality and board-feasibility gates pass."
family:naturalearthcountry:longest-coastline,new_source_family_candidate,Longest coastline,Geography,Physical Geography,Geography,Natural Earth 1:10m sovereign country geometry,source-family rule longest-coastline; exact official indicator/series resolved and snapshotted by importer discovery,source-family common-year selector / static reference period; exact year recorded by validated import,minimum source-family coverage 150; eligible-universe completeness enforced by shared validation,strict_fail_closed_source_family_validation,Added in the v16.2.6 drastic source-family expansion pass; category count never overrides data/editorial quality.,validate_source_family_then_individual_editorial_review,source_family_path_implemented,implemented_fail_closed_source_family_importer,ready_for_source_family_validation,"Authoritative source-family importer exists. Candidate remains non-playable until exact source identity, common-year/eligible-universe coverage, unit/definition comparability, provenance/license, player-quality and board-feasibility gates pass.",https://www.naturalearthdata.com/downloads/10m-cultural-vectors/10m-admin-0-countries/,Validate exact official indicator/series; eligible-universe completeness; one common comparison year/reference period; comparable unit/denominator/base; provenance/license; tie-safe board feasibility; category-level Understand/Interest/Uniqueness review; no manual fills.,anchor,Coastline length measured consistently from Natural Earth’s 1:10m geometry.,kilometers,other,high,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,primary_or_administrative,tier_1_primary_or_official,Public domain | https://www.naturalearthdata.com/about/terms-of-use/,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year source-family common-year selector / static reference period; exact year recorded by validated import,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,97,99,97,eligible_for_activation_review,anchor,warehouse import + integrity + player-quality + board-feasibility + release verifier,"Authoritative source-family importer exists. Candidate remains non-playable until exact source identity, common-year/eligible-universe coverage, unit/definition comparability, provenance/license, player-quality and board-feasibility gates pass."
family:naturalearthcountry:highest-coastline-density,new_source_family_candidate,Most coastline for its size,Geography,Physical Geography,Geography,Natural Earth 1:10m sovereign country geometry,source-family rule highest-coastline-density; exact official indicator/series resolved and snapshotted by importer discovery,source-family common-year selector / static reference period; exact year recorded by validated import,minimum source-family coverage 150; eligible-universe completeness enforced by shared validation,strict_fail_closed_source_family_validation,Added in the v16.2.6 drastic source-family expansion pass; category count never overrides data/editorial quality.,validate_source_family_then_individual_editorial_review,source_family_path_implemented,implemented_fail_closed_source_family_importer,ready_for_source_family_validation,"Authoritative source-family importer exists. Candidate remains non-playable until exact source identity, common-year/eligible-universe coverage, unit/definition comparability, provenance/license, player-quality and board-feasibility gates pass.",https://www.naturalearthdata.com/downloads/10m-cultural-vectors/10m-admin-0-countries/,Validate exact official indicator/series; eligible-universe completeness; one common comparison year/reference period; comparable unit/denominator/base; provenance/license; tie-safe board feasibility; category-level Understand/Interest/Uniqueness review; no manual fills.,anchor,"Mapped coastline kilometers per 1,000 square kilometers of land.","km per 1,000 km²",other,high,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,primary_or_administrative,tier_1_primary_or_official,Public domain | https://www.naturalearthdata.com/about/terms-of-use/,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year source-family common-year selector / static reference period; exact year recorded by validated import,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,94,97,94,eligible_for_activation_review,anchor,warehouse import + integrity + player-quality + board-feasibility + release verifier,"Authoritative source-family importer exists. Candidate remains non-playable until exact source identity, common-year/eligible-universe coverage, unit/definition comparability, provenance/license, player-quality and board-feasibility gates pass."
family:naturalearthcountry:largest-geodesic-land-area,new_source_family_candidate,Largest mapped land area,Geography,Physical Geography,Geography,Natural Earth 1:10m sovereign country geometry,source-family rule largest-geodesic-land-area; exact official indicator/series resolved and snapshotted by importer discovery,source-family common-year selector / static reference period; exact year recorded by validated import,minimum source-family coverage 150; eligible-universe completeness enforced by shared validation,strict_fail_closed_source_family_validation,Added in the v16.2.6 drastic source-family expansion pass; category count never overrides data/editorial quality.,validate_source_family_then_individual_editorial_review,source_family_path_implemented,implemented_fail_closed_source_family_importer,ready_for_source_family_validation,"Authoritative source-family importer exists. Candidate remains non-playable until exact source identity, common-year/eligible-universe coverage, unit/definition comparability, provenance/license, player-quality and board-feasibility gates pass.",https://www.naturalearthdata.com/downloads/10m-cultural-vectors/10m-admin-0-countries/,Validate exact official indicator/series; eligible-universe completeness; one common comparison year/reference period; comparable unit/denominator/base; provenance/license; tie-safe board feasibility; category-level Understand/Interest/Uniqueness review; no manual fills.,anchor,Land area calculated directly from the same global country geometry.,square kilometers,other,high,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,primary_or_administrative,tier_1_primary_or_official,Public domain | https://www.naturalearthdata.com/about/terms-of-use/,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year source-family common-year selector / static reference period; exact year recorded by validated import,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,92,90,92,eligible_for_activation_review,anchor,warehouse import + integrity + player-quality + board-feasibility + release verifier,"Authoritative source-family importer exists. Candidate remains non-playable until exact source identity, common-year/eligible-universe coverage, unit/definition comparability, provenance/license, player-quality and board-feasibility gates pass."
family:aquastat:total-renewable-water,new_source_family_candidate,Most renewable water resources,Water,Environment & Resources,Water resources,FAO AQUASTAT Main Database,source-family rule total-renewable-water; exact official indicator/series resolved and snapshotted by importer discovery,source-family common-year selector / static reference period; exact year recorded by validated import,minimum source-family coverage 0; eligible-universe completeness enforced by shared validation,strict_fail_closed_source_family_validation,Added in the v16.2.6 drastic source-family expansion pass; category count never overrides data/editorial quality.,validate_source_family_then_individual_editorial_review,source_family_path_implemented,implemented_fail_closed_source_family_importer,ready_for_source_family_validation,"Authoritative source-family importer exists. Candidate remains non-playable until exact source identity, common-year/eligible-universe coverage, unit/definition comparability, provenance/license, player-quality and board-feasibility gates pass.",https://www.fao.org/aquastat/en/databases/maindatabase/,Validate exact official indicator/series; eligible-universe completeness; one common comparison year/reference period; comparable unit/denominator/base; provenance/license; tie-safe board feasibility; category-level Understand/Interest/Uniqueness review; no manual fills.,anchor,Total actual renewable water resources available annually.,km³/year,total,high,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,primary_or_administrative,tier_1_primary_or_official,FAO data terms / verify dataset release metadata | https://www.fao.org/contact-us/terms/en/,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year source-family common-year selector / static reference period; exact year recorded by validated import,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,94,91,94,eligible_for_activation_review,anchor,warehouse import + integrity + player-quality + board-feasibility + release verifier,"Authoritative source-family importer exists. Candidate remains non-playable until exact source identity, common-year/eligible-universe coverage, unit/definition comparability, provenance/license, player-quality and board-feasibility gates pass."
family:aquastat:internal-renewable-water,new_source_family_candidate,Most internally generated renewable water,Water,Environment & Resources,Water resources,FAO AQUASTAT Main Database,source-family rule internal-renewable-water; exact official indicator/series resolved and snapshotted by importer discovery,source-family common-year selector / static reference period; exact year recorded by validated import,minimum source-family coverage 0; eligible-universe completeness enforced by shared validation,strict_fail_closed_source_family_validation,Added in the v16.2.6 drastic source-family expansion pass; category count never overrides data/editorial quality.,validate_source_family_then_individual_editorial_review,source_family_path_implemented,implemented_fail_closed_source_family_importer,ready_for_source_family_validation,"Authoritative source-family importer exists. Candidate remains non-playable until exact source identity, common-year/eligible-universe coverage, unit/definition comparability, provenance/license, player-quality and board-feasibility gates pass.",https://www.fao.org/aquastat/en/databases/maindatabase/,Validate exact official indicator/series; eligible-universe completeness; one common comparison year/reference period; comparable unit/denominator/base; provenance/license; tie-safe board feasibility; category-level Understand/Interest/Uniqueness review; no manual fills.,anchor,Renewable water resources generated within the country.,km³/year,total,high,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,primary_or_administrative,tier_1_primary_or_official,FAO data terms / verify dataset release metadata | https://www.fao.org/contact-us/terms/en/,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year source-family common-year selector / static reference period; exact year recorded by validated import,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,94,91,94,eligible_for_activation_review,anchor,warehouse import + integrity + player-quality + board-feasibility + release verifier,"Authoritative source-family importer exists. Candidate remains non-playable until exact source identity, common-year/eligible-universe coverage, unit/definition comparability, provenance/license, player-quality and board-feasibility gates pass."
