tracker_id,scope_type,category_title,domain,experience_bucket,semantic_family,source_candidate,source_indicator,common_year,country_coverage,integrity,user_note,requested_action,research_status,implementation_status,final_disposition,blocker_or_reason,source_url,validation_requirements,generation_priority_candidate,definition,unit,measurement_type,ranking_direction,raw_or_derived,tie_handling,source_type,source_hierarchy_tier,source_license,provenance_snapshot,comparison_year_policy,denominator_basis,currency_price_basis,geography_scope,entity_definition,uncertainty_handling,common_year_gate,coverage_gate,unit_comparability_gate,source_identity_gate,understandability_score,interest_score,uniqueness_score,player_quality_status,generation_priority_final,activation_gate,final_notes
existing:1201,existing_playable,Largest soybean exports,Trade,Trade,Trade,UN Comtrade,1201,2025,77,verified,No additional user annotation; preserve validated existing behavior,retain_and_audit,resolved_v16_2_6,retained_with_v16_2_6_shared_gates,retained_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability.",https://comtradeplus.un.org/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability.",validated catalog/source unit; verify exact metadata at activation,total_or_absolute,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,primary_or_administrative,tier_1_primary_or_official,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2025,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,standard,retain_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability."
existing:09,existing_playable,Largest spice exports,Trade,Trade,Trade,UN Comtrade,09,2024,130,verified,No additional user annotation; preserve validated existing behavior,retain_and_audit,resolved_v16_2_6,retained_with_v16_2_6_shared_gates,retained_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability.",https://comtradeplus.un.org/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability.",validated catalog/source unit; verify exact metadata at activation,total_or_absolute,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,primary_or_administrative,tier_1_primary_or_official,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2024,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,standard,retain_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability."
existing:population:coa:stateless,existing_playable,Largest stateless population,Displacement,Displacement,Displacement,UNHCR,population:coa:stateless,2025,94,verified,"Define stateless - is this just a refugee? If so, don't we already have that with most refugees originating",clarify_or_remove,resolved_v16_2_6,implemented_plain_language_review,retained_rewritten,Concept remains defensible and was rewritten/defined in ordinary language; shared data-integrity gates still apply.,https://www.unhcr.org/refugee-statistics/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,"Define stateless - is this just a refugee? If so, don't we already have that with most refugees originating",validated catalog/source unit; verify exact metadata at activation,total_or_absolute,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,existing_validated_or_research_candidate,tier_2_validated_existing_or_discovery,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2025,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,standard,retain_existing_subject_to_shared_gate,Concept remains defensible and was rewritten/defined in ordinary language; shared data-integrity gates still apply.
existing:1701,existing_playable,Largest sugar exports,Trade,Trade,Trade,UN Comtrade,1701,2025,87,verified,No additional user annotation; preserve validated existing behavior,retain_and_audit,resolved_v16_2_6,retained_with_v16_2_6_shared_gates,retained_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability.",https://comtradeplus.un.org/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability.",validated catalog/source unit; verify exact metadata at activation,total_or_absolute,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,primary_or_administrative,tier_1_primary_or_official,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2025,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,standard,retain_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability."
existing:AG.SRF.TOTL.K2,existing_playable,Largest surface area,Agriculture,Agriculture,Agriculture,World Bank,AG.SRF.TOTL.K2,2023,194,verified,"Great Category, never seen it in gameplay",retain_priority_exposure,resolved_v16_2_6,retained_with_v16_2_6_shared_gates,retained_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability. Workbook priority signal is preserved for generation-priority review without creating a hard repetition boost.",https://data.worldbank.org/indicator/AG.SRF.TOTL.K2,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,"Great Category, never seen it in gameplay",validated catalog/source unit; verify exact metadata at activation,total_or_absolute,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,existing_validated_or_research_candidate,tier_2_validated_existing_or_discovery,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2023,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,anchor,retain_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability. Workbook priority signal is preserved for generation-priority review without creating a hard repetition boost."
existing:GC.TAX.TOTL.GD.ZS,existing_playable,Largest tax-revenue share of GDP,Government,Government,Government,World Bank,GC.TAX.TOTL.GD.ZS,2023,110,verified,"Great Category, never seen it in gameplay",retain_priority_exposure,resolved_v16_2_6,retained_with_v16_2_6_shared_gates,retained_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability. Workbook priority signal is preserved for generation-priority review without creating a hard repetition boost.",https://data.worldbank.org/indicator/GC.TAX.TOTL.GD.ZS,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,"Great Category, never seen it in gameplay",%,share,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,existing_validated_or_research_candidate,tier_2_validated_existing_or_discovery,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2023,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,anchor,retain_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability. Workbook priority signal is preserved for generation-priority review without creating a hard repetition boost."
existing:0902,existing_playable,Largest tea exports,Trade,Trade,Trade,UN Comtrade,0902,2025,88,verified,No additional user annotation; preserve validated existing behavior,retain_and_audit,resolved_v16_2_6,retained_with_v16_2_6_shared_gates,retained_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability.",https://comtradeplus.un.org/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability.",validated catalog/source unit; verify exact metadata at activation,total_or_absolute,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,primary_or_administrative,tier_1_primary_or_official,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2025,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,standard,retain_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability."
existing:8517,existing_playable,Largest telephone exports,Trade,Trade,Trade,UN Comtrade,8517,2025,90,verified,No additional user annotation; preserve validated existing behavior,retain_and_audit,resolved_v16_2_6,retained_with_v16_2_6_shared_gates,retained_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability.",https://comtradeplus.un.org/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability.",validated catalog/source unit; verify exact metadata at activation,total_or_absolute,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,primary_or_administrative,tier_1_primary_or_official,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2025,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,standard,retain_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability."
existing:0702,existing_playable,Largest tomato exports,Trade,Trade,Trade,UN Comtrade,0702,2025,74,verified,No additional user annotation; preserve validated existing behavior,retain_and_audit,resolved_v16_2_6,retained_with_v16_2_6_shared_gates,retained_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability.",https://comtradeplus.un.org/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability.",validated catalog/source unit; verify exact metadata at activation,total_or_absolute,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,primary_or_administrative,tier_1_primary_or_official,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2025,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,standard,retain_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability."
existing:ER.FSH.PROD.MT,existing_playable,Largest total fisheries production,Environment,Environment,Environment,World Bank,ER.FSH.PROD.MT,2024,194,verified,No additional user annotation; preserve validated existing behavior,retain_and_audit,resolved_v16_2_6,retained_with_v16_2_6_shared_gates,retained_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability.",https://data.worldbank.org/indicator/ER.FSH.PROD.MT,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability.",validated catalog/source unit; verify exact metadata at activation,total_or_absolute,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,existing_validated_or_research_candidate,tier_2_validated_existing_or_discovery,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2024,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,standard,retain_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability."
existing:ER.H2O.FWTL.K3,existing_playable,Largest total freshwater withdrawals,Climate,Climate,Climate,World Bank,ER.H2O.FWTL.K3,2022,178,verified,No additional user annotation; preserve validated existing behavior,retain_and_audit,resolved_v16_2_6,retained_with_v16_2_6_shared_gates,retained_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability.",https://data.worldbank.org/indicator/ER.H2O.FWTL.K3,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability.",validated catalog/source unit; verify exact metadata at activation,total_or_absolute,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,existing_validated_or_research_candidate,tier_2_validated_existing_or_discovery,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2022,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,standard,retain_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability."
existing:FI.RES.TOTL.MO,existing_playable,Largest total reserves in months of imports,Economy,Economy,Economy,World Bank,FI.RES.TOTL.MO,2024,147,verified,No additional user annotation; preserve validated existing behavior,retain_and_audit,resolved_v16_2_6,retained_with_v16_2_6_shared_gates,retained_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability.",https://data.worldbank.org/indicator/FI.RES.TOTL.MO,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability.",validated catalog/source unit; verify exact metadata at activation,total_or_absolute,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,existing_validated_or_research_candidate,tier_2_validated_existing_or_discovery,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2024,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,standard,retain_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability."
existing:9503,existing_playable,Largest toy exports,Trade,Trade,Trade,UN Comtrade,9503,2025,91,verified,No additional user annotation; preserve validated existing behavior,retain_and_audit,resolved_v16_2_6,retained_with_v16_2_6_shared_gates,retained_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability.",https://comtradeplus.un.org/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability.",validated catalog/source unit; verify exact metadata at activation,total_or_absolute,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,primary_or_administrative,tier_1_primary_or_official,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2025,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,standard,retain_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability."
existing:1001,existing_playable,Largest wheat exports,Trade,Trade,Trade,UN Comtrade,1001,2025,70,verified,No additional user annotation; preserve validated existing behavior,retain_and_audit,resolved_v16_2_6,retained_with_v16_2_6_shared_gates,retained_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability.",https://comtradeplus.un.org/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability.",validated catalog/source unit; verify exact metadata at activation,total_or_absolute,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,primary_or_administrative,tier_1_primary_or_official,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2025,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,standard,retain_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability."
existing:2204,existing_playable,Largest wine exports,Trade,Trade,Trade,UN Comtrade,2204,2025,85,verified,No additional user annotation; preserve validated existing behavior,retain_and_audit,resolved_v16_2_6,retained_with_v16_2_6_shared_gates,retained_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability.",https://comtradeplus.un.org/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability.",validated catalog/source unit; verify exact metadata at activation,total_or_absolute,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,primary_or_administrative,tier_1_primary_or_official,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2025,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,standard,retain_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability."
existing:44,existing_playable,Largest wood exports,Trade,Trade,Trade,UN Comtrade,44,2024,131,verified,No additional user annotation; preserve validated existing behavior,retain_and_audit,resolved_v16_2_6,retained_with_v16_2_6_shared_gates,retained_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability.",https://comtradeplus.un.org/,"Revalidate provenance, semantics, measurement metadata, player copy, family/domain, and generator priority.",standard,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability.",validated catalog/source unit; verify exact metadata at activation,total_or_absolute,high unless validated source rule explicitly specifies low,source_observation_or_harmonized_estimate,joint ranks allowed; board must remain distinguishable under shared tie-safety gate,primary_or_administrative,tier_1_primary_or_official,license/provenance must be recorded in source metadata; activation blocked if unresolved,source URL/indicator/retrieval metadata + SHA-256 for supplied bulk files where practical,fixed/common year 2024,must be identical across countries; explicit for rates/shares before activation,N/A unless monetary; monetary categories require one comparable currency/price basis and local-currency .CN/.KN paths are blocked,GeoStats canonical 195-country universe; source territories/entities normalized explicitly,current sovereign-country entity definition; historical successor handling required where applicable,fail closed when uncertainty intervals/definitions could reverse or obscure ranking,required for statistical cross-country rankings; static/historical datasets use one explicit reference rule,shared warehouse coverage/ranking-completeness threshold; no manual gap filling,"hard gate: unit, denominator, percent base, magnitude scale and currency/price basis must match",hard gate: source/dataset/indicator/methodology must match approved provenance and rejected paths cannot be blindly retried,88,86,84,eligible_for_activation_review,standard,retain_existing_subject_to_shared_gate,"Existing playable retained; v16.2.6 runtime requires editorial approval, ranking completeness, validation and comparability."
