source_family,importer,tracker_id,category_key,category_title,current_category_title,approved_title_rewrite,key_present,title_present,represented_in_importer_catalog,explicitly_blocked,recovery_status,activation_certified
IMF World Economic Outlook,scripts/import-imf-weo.py,family:imfweo:import-volume-growth,import-volume-growth,Fastest import growth,Fastest import growth,False,True,True,True,False,represented,False
FAO AQUASTAT Main Database,scripts/import-aquastat.py,family:aquastat:total-renewable-water,total-renewable-water,Most renewable water resources,Most renewable water resources,False,True,True,True,False,represented,False
FAO AQUASTAT Main Database,scripts/import-aquastat.py,family:aquastat:internal-renewable-water,internal-renewable-water,Most internally generated renewable water,Most internally generated renewable water,False,True,True,True,False,represented,False
FAO AQUASTAT Main Database,scripts/import-aquastat.py,family:aquastat:water-dependency,water-dependency,Highest dependence on external water,Highest dependence on external water,False,True,True,True,False,represented,False
FAO AQUASTAT Main Database,scripts/import-aquastat.py,family:aquastat:water-stress,water-stress,Highest water stress,Highest water stress,False,True,True,True,False,represented,False
FAO AQUASTAT Main Database,scripts/import-aquastat.py,family:aquastat:industrial-water-share,industrial-water-share,Highest industrial share of water use,Highest industrial share of water use,False,True,True,True,False,represented,False
FAO AQUASTAT Main Database,scripts/import-aquastat.py,family:aquastat:groundwater-withdrawal-share,groundwater-withdrawal-share,Highest groundwater share of water withdrawals,Highest groundwater share of water withdrawals,False,True,True,True,False,represented,False
FAO AQUASTAT Main Database,scripts/import-aquastat.py,family:aquastat:surface-water-withdrawal-share,surface-water-withdrawal-share,Highest surface-water share of water withdrawals,Highest surface-water share of water withdrawals,False,True,True,True,False,represented,False
FAO AQUASTAT Main Database,scripts/import-aquastat.py,family:aquastat:irrigation-equipped-area,irrigation-equipped-area,Largest area equipped for irrigation,Largest area equipped for irrigation,False,True,True,True,False,represented,False
FAO AQUASTAT Main Database,scripts/import-aquastat.py,family:aquastat:desalinated-water,desalinated-water,Most desalinated water produced,Most desalinated water produced,False,True,True,True,False,represented,False
FAO AQUASTAT Main Database,scripts/import-aquastat.py,family:aquastat:municipal-wastewater-produced,municipal-wastewater-produced,Most municipal wastewater produced,Most municipal wastewater produced,False,True,True,True,False,represented,False
FAO AQUASTAT Main Database,scripts/import-aquastat.py,family:aquastat:municipal-wastewater-treated,municipal-wastewater-treated,Most municipal wastewater treated,Most municipal wastewater treated,False,True,True,True,False,represented,False
WHO Global Health Expenditure Database,scripts/import-who-ghed.py,family:whoghed:gghe-gdp,gghe-gdp,Highest government health-spending share of GDP,Highest government health-spending share of GDP,False,True,True,True,False,represented,False
WHO Global Health Expenditure Database,scripts/import-who-ghed.py,family:whoghed:private-che-share,private-che-share,Highest private share of health spending,Highest private share of health spending,False,True,True,True,False,represented,False
WHO Global Health Expenditure Database,scripts/import-who-ghed.py,family:whoghed:external-che-share,external-che-share,Highest externally funded share of health spending,Highest externally funded share of health spending,False,True,True,True,False,represented,False
WHO Global Health Expenditure Database,scripts/import-who-ghed.py,family:whoghed:gghe-gge,gghe-gge,Highest health share of government spending,Highest health share of government spending,False,True,True,True,False,represented,False
WHO Global Health Expenditure Database,scripts/import-who-ghed.py,family:whoghed:gghe-pc-usd,gghe-pc-usd,Highest government health spending per person,Highest government health spending per person,False,True,True,True,False,represented,False
WHO Global Health Expenditure Database,scripts/import-who-ghed.py,family:whoghed:gghe-che-share,gghe-che-share,Highest government-funded share of health spending,Highest government-funded share of health spending,False,True,True,True,False,represented,False
WHO Global Health Expenditure Database,scripts/import-who-ghed.py,family:whoghed:private-pc-usd,private-pc-usd,Highest private health spending per person,Highest private health spending per person,False,True,True,True,False,represented,False
WHO Global Health Expenditure Database,scripts/import-who-ghed.py,family:whoghed:external-pc-usd,external-pc-usd,Highest external health spending per person,Highest external health spending per person,False,True,True,True,False,represented,False
WHO Global Health Expenditure Database,scripts/import-who-ghed.py,family:whoghed:oop-che-share,oop-che-share,Highest out-of-pocket share of health spending,Highest out-of-pocket share of health spending,False,True,True,True,False,represented,False
WHO Global Health Expenditure Database,scripts/import-who-ghed.py,family:whoghed:oop-pc-usd,oop-pc-usd,Highest out-of-pocket health spending per person,Highest out-of-pocket health spending per person,False,True,True,True,False,represented,False
UN World Population Prospects 2024,scripts/import-un-wpp.py,family:unwpp:lowest-sex-ratio,lowest-sex-ratio,Most women relative to men,Most women relative to men,False,True,True,True,False,represented,False
UN World Population Prospects 2024,scripts/import-un-wpp.py,family:unwpp:highest-natural-change-rate,highest-natural-change-rate,Fastest natural population increase,Fastest natural population increase,False,True,True,True,False,represented,False
UN World Population Prospects 2024,scripts/import-un-wpp.py,family:unwpp:highest-birth-rate,highest-birth-rate,Highest birth rate,Highest birth rate,False,True,True,True,False,represented,False
UN World Population Prospects 2024,scripts/import-un-wpp.py,family:unwpp:lowest-death-rate,lowest-death-rate,Lowest death rate,"Fewest annual deaths per 1,000 people",True,True,True,True,False,represented,False
UN World Population Prospects 2024,scripts/import-un-wpp.py,family:unwpp:highest-net-migration-rate,highest-net-migration-rate,Highest net migration rate,Highest net migration rate,False,True,True,True,False,represented,False
UN World Population Prospects 2024,scripts/import-un-wpp.py,family:unwpp:highest-sex-ratio-at-birth,highest-sex-ratio-at-birth,Most boys born per 100 girls,Most boys born per 100 girls,False,True,True,True,False,represented,False
UN World Population Prospects 2024,scripts/import-un-wpp.py,family:unwpp:highest-mean-age-childbearing,highest-mean-age-childbearing,Oldest average age of mothers at childbirth,Oldest average age of mothers at childbirth,False,True,True,True,False,represented,False
UN World Population Prospects 2024,scripts/import-un-wpp.py,family:unwpp:highest-male-life-expectancy,highest-male-life-expectancy,Highest male life expectancy,Highest male life expectancy,False,True,True,True,False,represented,False
UN World Population Prospects 2024,scripts/import-un-wpp.py,family:unwpp:highest-female-life-expectancy,highest-female-life-expectancy,Highest female life expectancy,Highest female life expectancy,False,True,True,True,False,represented,False
UNHCR Refugee Data Finder,scripts/import-unhcr.py,family:unhcr:most-asylum-seekers-hosted,most-asylum-seekers-hosted,Most asylum seekers hosted,Most asylum seekers hosted,False,True,True,True,False,represented,False
UNHCR Refugee Data Finder,scripts/import-unhcr.py,family:unhcr:most-asylum-seekers-originating,most-asylum-seekers-originating,Most asylum seekers originating,Most asylum seekers originating,False,True,True,True,False,represented,False
UNHCR Refugee Data Finder,scripts/import-unhcr.py,family:unhcr:most-internally-displaced-people,most-internally-displaced-people,Most internally displaced people,Most internally displaced people,False,True,True,True,False,represented,False
UNHCR Refugee Data Finder,scripts/import-unhcr.py,family:unhcr:most-stateless-people,most-stateless-people,Largest stateless population residing in the country,Most people without citizenship in any country,True,True,True,True,False,represented,False
UNHCR Refugee Data Finder,scripts/import-unhcr.py,family:unhcr:most-other-people-needing-protection,most-other-people-needing-protection,Most other people needing international protection,Most other people needing international protection,False,True,True,True,False,represented,False
UNHCR Refugee Data Finder,scripts/import-unhcr.py,family:unhcr:most-refugees-returned-home,most-refugees-returned-home,Most refugees returned home,Most refugees returned home,False,True,True,True,False,represented,False
UNHCR Refugee Data Finder,scripts/import-unhcr.py,family:unhcr:most-returned-idps,most-returned-idps,Most internally displaced people returned,Most internally displaced people returned,False,True,True,True,False,represented,False
UNHCR Refugee Data Finder,scripts/import-unhcr.py,family:unhcr:most-refugees-naturalized,most-refugees-naturalized,Most refugees naturalized,Most refugees naturalized,False,True,True,True,False,represented,False
FAOSTAT Food Balances,scripts/import-faostat-food-balances.py,family:faostatfbs:cheese,cheese,Highest estimated cheese consumption per person,Highest estimated cheese consumption per person,False,True,True,True,False,represented,False
FAOSTAT Food Balances,scripts/import-faostat-food-balances.py,family:faostatfbs:dairy-products,dairy-products,Highest estimated dairy consumption per person,Highest estimated dairy consumption per person,False,True,True,True,False,represented,False
UN World Urbanization Prospects 2025,scripts/import-un-wup-2025.py,family:unwup:city-population,city-population,Most people living in cities,Most people living in cities,False,True,True,True,False,represented,False
UN World Urbanization Prospects 2025,scripts/import-un-wup-2025.py,family:unwup:town-population,town-population,Most people living in towns,Most people living in towns,False,True,True,True,False,represented,False
UN World Urbanization Prospects 2025,scripts/import-un-wup-2025.py,family:unwup:rural-population,rural-population,Largest rural population,Largest rural population,False,True,True,True,False,represented,False
UN World Urbanization Prospects 2025,scripts/import-un-wup-2025.py,family:unwup:city-share,city-share,Highest city population share,Highest city population share,False,True,True,True,False,represented,False
UN World Urbanization Prospects 2025,scripts/import-un-wup-2025.py,family:unwup:town-share,town-share,Highest town population share,Highest town population share,False,True,True,True,False,represented,False
UN World Urbanization Prospects 2025,scripts/import-un-wup-2025.py,family:unwup:city-growth,city-growth,Fastest city population growth,Fastest city population growth,False,True,True,True,False,represented,False
UN World Urbanization Prospects 2025,scripts/import-un-wup-2025.py,family:unwup:town-growth,town-growth,Fastest town population growth,Fastest town population growth,False,True,True,True,False,represented,False
UN World Urbanization Prospects 2025,scripts/import-un-wup-2025.py,family:unwup:rural-growth,rural-growth,Fastest rural population growth,Fastest rural population growth,False,True,True,True,False,represented,False
UN World Urbanization Prospects 2025,scripts/import-un-wup-2025.py,family:unwup:city-share-growth,city-share-growth,Fastest increase in city population share,Fastest increase in city population share,False,True,True,True,False,represented,False
UN World Urbanization Prospects 2025,scripts/import-un-wup-2025.py,family:unwup:town-share-growth,town-share-growth,Fastest increase in town population share,Fastest increase in town population share,False,True,True,True,False,represented,False
UN World Urbanization Prospects 2025,scripts/import-un-wup-2025.py,family:unwup:rural-share-decline,rural-share-decline,Fastest decline in rural population share,Fastest decline in rural population share,False,True,True,True,False,represented,False
UN World Urbanization Prospects 2025 Cities,scripts/import-un-wup-2025-cities.py,family:unwupcities:city-count,city-count,Most cities,Most cities,False,True,True,True,False,represented,False
UN World Urbanization Prospects 2025 Cities,scripts/import-un-wup-2025-cities.py,family:unwupcities:million-city-count,million-city-count,Most million-person cities,Most million-person cities,False,True,True,True,False,represented,False
UN World Urbanization Prospects 2025 Cities,scripts/import-un-wup-2025-cities.py,family:unwupcities:megacity-count,megacity-count,Most megacities,Most megacities,False,True,True,True,False,represented,False
UN World Urbanization Prospects 2025 Cities,scripts/import-un-wup-2025-cities.py,family:unwupcities:largest-city,largest-city,Largest city population,Largest city population,False,True,True,True,False,represented,False
UN World Urbanization Prospects 2025 Cities,scripts/import-un-wup-2025-cities.py,family:unwupcities:largest-city-concentration,largest-city-concentration,Highest largest-city concentration,Highest largest-city concentration,False,True,True,True,False,represented,False
UN World Urbanization Prospects 2025 Cities,scripts/import-un-wup-2025-cities.py,family:unwupcities:city-density,city-density,Highest overall city density,Highest overall city density,False,True,True,True,False,represented,False
UN World Urbanization Prospects 2025 Cities,scripts/import-un-wup-2025-cities.py,family:unwupcities:total-city-area,total-city-area,Largest total city land area,Largest total city land area,False,True,True,True,False,represented,False
UN World Urbanization Prospects 2025 Cities,scripts/import-un-wup-2025-cities.py,family:unwupcities:total-built-area,total-built-area,Largest built-up city area,Largest built-up city area,False,True,True,True,False,represented,False
UN World Urbanization Prospects 2025 Cities,scripts/import-un-wup-2025-cities.py,family:unwupcities:built-area-per-person,built-area-per-person,Most built-up city area per resident,Most built-up city area per resident,False,True,True,True,False,represented,False
UN World Urbanization Prospects 2025 Cities,scripts/import-un-wup-2025-cities.py,family:unwupcities:built-share,built-share,Highest built-up share of city land,Highest built-up share of city land,False,True,True,True,False,represented,False
UN World Urbanization Prospects 2025 Cities,scripts/import-un-wup-2025-cities.py,family:unwupcities:population-growth,population-growth,Fastest average city population growth,Fastest average city population growth,False,True,True,True,False,represented,False
UN World Urbanization Prospects 2025 Cities,scripts/import-un-wup-2025-cities.py,family:unwupcities:land-growth,land-growth,Fastest city land expansion,Fastest city land expansion,False,True,True,True,False,represented,False
UN World Urbanization Prospects 2025 Cities,scripts/import-un-wup-2025-cities.py,family:unwupcities:built-growth,built-growth,Fastest built-up city expansion,Fastest built-up city expansion,False,True,True,True,False,represented,False
World Bank WDI Infrastructure & Connectivity,scripts/import-world-bank-infrastructure.py,family:globalfindex:internet-use,internet-use,Highest internet-use share,Highest % of people using the internet,True,True,True,True,False,represented,False
World Bank WDI Infrastructure & Connectivity,scripts/import-world-bank-infrastructure.py,family:worldbankinfra:electricity-access,electricity-access,Highest electricity access,Highest % of people with electricity access,True,True,True,True,False,represented,False
World Bank WDI Infrastructure & Connectivity,scripts/import-world-bank-infrastructure.py,family:worldbankinfra:rural-electricity-access,rural-electricity-access,Highest rural electricity access,Highest % of rural residents with electricity access,True,True,True,True,False,represented,False
World Bank WDI Infrastructure & Connectivity,scripts/import-world-bank-infrastructure.py,family:worldbankinfra:urban-electricity-access,urban-electricity-access,Highest urban electricity access,Highest % of urban residents with electricity access,True,True,True,True,False,represented,False
World Bank WDI Infrastructure & Connectivity,scripts/import-world-bank-infrastructure.py,family:worldbankinfra:renewable-electricity-share,renewable-electricity-share,Largest renewable share of electricity generation,Highest % of electricity from renewables,True,True,True,True,False,represented,False
World Bank WDI Infrastructure & Connectivity,scripts/import-world-bank-infrastructure.py,family:worldbankinfra:coal-electricity-share,coal-electricity-share,Largest coal share of electricity generation,Highest % of electricity from coal,True,True,True,True,False,represented,False
World Bank WDI Infrastructure & Connectivity,scripts/import-world-bank-infrastructure.py,family:worldbankinfra:nuclear-electricity-share,nuclear-electricity-share,Largest nuclear share of electricity generation,Highest % of electricity from nuclear power,True,True,True,True,False,represented,False
World Bank WDI Infrastructure & Connectivity,scripts/import-world-bank-infrastructure.py,family:worldbankinfra:grid-losses,grid-losses,Highest electricity grid losses,Highest electricity grid losses,False,False,False,False,True,blocked,False
World Bank WDI Infrastructure & Connectivity,scripts/import-world-bank-infrastructure.py,family:worldbankinfra:air-passengers,air-passengers,Most air passengers carried,Most air passengers carried,False,False,False,False,True,blocked,False
World Bank WDI Infrastructure & Connectivity,scripts/import-world-bank-infrastructure.py,family:worldbankinfra:rail-network,rail-network,Longest rail network,Longest rail network,False,True,True,True,False,represented,False
World Bank WDI Infrastructure & Connectivity,scripts/import-world-bank-infrastructure.py,family:worldbankinfra:rail-passengers,rail-passengers,Most rail passenger travel,Most rail passenger travel,False,True,True,True,False,represented,False
World Bank WDI Infrastructure & Connectivity,scripts/import-world-bank-infrastructure.py,family:worldbankinfra:container-port-traffic,container-port-traffic,Most container port traffic,Most container port traffic,False,True,True,True,False,represented,False
Natural Earth 1:10m sovereign country geometry,scripts/import-natural-earth.py,family:naturalearthcountry:largest-north-south-span,largest-north-south-span,Largest north-to-south span,Largest north to south span,True,True,True,True,False,represented,False
Natural Earth 1:10m sovereign country geometry,scripts/import-natural-earth.py,family:naturalearthcountry:largest-east-west-span,largest-east-west-span,Largest east-to-west span,Largest east to west span,True,True,True,True,False,represented,False
Natural Earth 1:10m sovereign country geometry,scripts/import-natural-earth.py,family:naturalearthcountry:largest-tropical-land-area,largest-tropical-land-area,Largest tropical land area,Largest tropical land area,False,True,True,True,False,represented,False
Natural Earth 1:10m sovereign country geometry,scripts/import-natural-earth.py,family:naturalearthcountry:largest-arctic-land-area,largest-arctic-land-area,Largest Arctic land area,Largest Arctic land area,False,True,True,True,False,represented,False
Natural Earth 1:10m sovereign country geometry,scripts/import-natural-earth.py,family:naturalearthcountry:most-land-neighbors,most-land-neighbors,Most bordering countries,Most bordering countries,False,True,True,True,False,represented,False
Natural Earth 1:10m sovereign country geometry,scripts/import-natural-earth.py,family:naturalearthcountry:landlocked-most-neighbors,landlocked-most-neighbors,Most neighbors among landlocked countries,Most neighbors among landlocked countries,False,True,True,True,False,represented,False
Natural Earth 1:10m sovereign country geometry,scripts/import-natural-earth.py,family:naturalearthcountry:landlocked-fewest-neighbors,landlocked-fewest-neighbors,Fewest neighbors among landlocked countries,Fewest neighbors among landlocked countries,False,True,True,True,False,represented,False
Natural Earth 1:10m sovereign country geometry,scripts/import-natural-earth.py,family:naturalearthcountry:longest-land-border,longest-land-border,Longest total land border,Longest total land border,False,True,True,True,False,represented,False
Natural Earth 1:10m sovereign country geometry,scripts/import-natural-earth.py,family:naturalearthcountry:longest-coastline,longest-coastline,Longest coastline,Longest coastline,False,True,True,True,False,represented,False
Natural Earth 1:10m sovereign country geometry,scripts/import-natural-earth.py,family:naturalearthcountry:highest-coastline-density,highest-coastline-density,Most coastline for its size,Most coastline for its size,False,True,True,True,False,represented,False
Natural Earth 1:10m sovereign country geometry,scripts/import-natural-earth.py,family:naturalearthcountry:largest-geodesic-land-area,largest-geodesic-land-area,Largest mapped land area,Largest land area calculated from country borders,True,True,True,True,False,represented,False
FAOSTAT Land Use,scripts/import-faostat-land-use.py,family:faostatland:agricultural-land-share,agricultural-land-share,Largest agricultural-land share,Largest agricultural-land share,False,True,True,True,False,represented,False
FAOSTAT Land Use,scripts/import-faostat-land-use.py,family:faostatland:pasture-meadow-share,pasture-meadow-share,Largest pasture and meadow share,Largest pasture and meadow share,False,True,True,True,False,represented,False
FAOSTAT Land Use,scripts/import-faostat-land-use.py,family:faostatland:other-land-share,other-land-share,Largest other-land share,Largest other-land share,False,True,True,True,False,represented,False
FAOSTAT Land Use,scripts/import-faostat-land-use.py,family:faostatland:irrigation-equipped-share,irrigation-equipped-share,Largest irrigated-land share,Largest irrigated-land share,False,True,True,True,False,represented,False
FAOSTAT Land Use,scripts/import-faostat-land-use.py,family:faostatland:agriculture-irrigated-share,agriculture-irrigated-share,Highest irrigated agricultural-land share,Highest irrigated agricultural-land share,False,True,True,True,False,represented,False
FAOSTAT Land Use,scripts/import-faostat-land-use.py,family:faostatland:organic-agriculture-share,organic-agriculture-share,Highest organic-agriculture share,Highest organic-agriculture share,False,True,True,True,False,represented,False
FAOSTAT Land Use,scripts/import-faostat-land-use.py,family:faostatland:organic-cropland-share,organic-cropland-share,Highest organic-cropland share,Highest organic-cropland share,False,True,True,True,False,represented,False
FAOSTAT Land Use,scripts/import-faostat-land-use.py,family:faostatland:natural-forest-share,natural-forest-share,Highest naturally regenerating forest share,Highest naturally regenerating forest share,False,True,True,True,False,represented,False
FAOSTAT Land Use,scripts/import-faostat-land-use.py,family:faostatland:planted-forest-share,planted-forest-share,Highest planted-forest share,Highest planted-forest share,False,True,True,True,False,represented,False
FAOSTAT Land Use,scripts/import-faostat-land-use.py,family:faostatland:primary-forest-share,primary-forest-share,Highest primary-forest share,Highest primary-forest share,False,True,True,True,False,represented,False
FAOSTAT / ESA WorldCover 2021,scripts/import-faostat-worldcover.py,family:faostatlandcover:tree-cover-share,tree-cover-share,Largest tree-covered share,Largest tree-covered share,False,True,True,True,False,represented,False
FAOSTAT / ESA WorldCover 2021,scripts/import-faostat-worldcover.py,family:faostatlandcover:shrub-share,shrub-share,Largest shrub-covered share,Largest shrub-covered share,False,True,True,True,False,represented,False
FAOSTAT / ESA WorldCover 2021,scripts/import-faostat-worldcover.py,family:faostatlandcover:cropland-cover-share,cropland-cover-share,Largest cropland land-cover share,Largest cropland land-cover share,False,True,True,True,False,represented,False
FAOSTAT / ESA WorldCover 2021,scripts/import-faostat-worldcover.py,family:faostatlandcover:built-up-share,built-up-share,Largest built-up land share,Largest built-up land share,False,True,True,True,False,represented,False
FAOSTAT / ESA WorldCover 2021,scripts/import-faostat-worldcover.py,family:faostatlandcover:bare-land-share,bare-land-share,Largest bare-land share,Largest bare-land share,False,True,True,True,False,represented,False
FAOSTAT / ESA WorldCover 2021,scripts/import-faostat-worldcover.py,family:faostatlandcover:snow-ice-share,snow-ice-share,Largest snow-and-ice land-cover share,Largest snow-and-ice land-cover share,False,True,True,True,False,represented,False
FAOSTAT / ESA WorldCover 2021,scripts/import-faostat-worldcover.py,family:faostatlandcover:permanent-water-share,permanent-water-share,Largest permanent-water share,Largest permanent-water share,False,True,True,True,False,represented,False
FAOSTAT / ESA WorldCover 2021,scripts/import-faostat-worldcover.py,family:faostatlandcover:herbaceous-wetland-share,herbaceous-wetland-share,Largest herbaceous-wetland share,Largest herbaceous-wetland share,False,True,True,True,False,represented,False
FAOSTAT / ESA WorldCover 2021,scripts/import-faostat-worldcover.py,family:faostatlandcover:mangrove-share,mangrove-share,Largest mangrove land-cover share,Largest mangrove land-cover share,False,True,True,True,False,represented,False
FAOSTAT / ESA WorldCover 2021,scripts/import-faostat-worldcover.py,family:faostatlandcover:moss-lichen-share,moss-lichen-share,Largest moss-and-lichen share,Largest moss-and-lichen share,False,True,True,False,True,blocked,False
"World Bank Women, Business and the Law 2026",scripts/import-world-bank-wbl.py,family:worldbankwbl:legal-overall,legal-overall,Strongest legal framework for women's economic opportunity,Strongest legal framework for women's economic opportunity,False,True,True,True,False,represented,False
"World Bank Women, Business and the Law 2026",scripts/import-world-bank-wbl.py,family:worldbankwbl:supportive-overall,supportive-overall,Strongest supportive framework for women's economic opportunity,Strongest supportive framework for women's economic opportunity,False,True,True,True,False,represented,False
"World Bank Women, Business and the Law 2026",scripts/import-world-bank-wbl.py,family:worldbankwbl:enforcement-overall,enforcement-overall,Strongest enforcement of women's economic rights,Strongest enforcement of women's economic rights,False,True,True,True,False,represented,False
"World Bank Women, Business and the Law 2026",scripts/import-world-bank-wbl.py,family:worldbankwbl:safety,safety,Strongest legal protections for women's safety,Strongest legal protections for women's safety,False,True,True,True,False,represented,False
"World Bank Women, Business and the Law 2026",scripts/import-world-bank-wbl.py,family:worldbankwbl:mobility,mobility,Strongest legal equality in women's mobility,Strongest legal equality in women's mobility,False,True,True,True,False,represented,False
"World Bank Women, Business and the Law 2026",scripts/import-world-bank-wbl.py,family:worldbankwbl:work,work,Strongest legal equality for women at work,Strongest legal equality for women at work,False,True,True,True,False,represented,False
"World Bank Women, Business and the Law 2026",scripts/import-world-bank-wbl.py,family:worldbankwbl:pay,pay,Strongest legal equality in women's pay,Strongest legal equality in women's pay,False,True,True,True,False,represented,False
"World Bank Women, Business and the Law 2026",scripts/import-world-bank-wbl.py,family:worldbankwbl:marriage,marriage,Strongest legal equality for women in marriage,Strongest legal equality for women in marriage,False,True,True,True,False,represented,False
"World Bank Women, Business and the Law 2026",scripts/import-world-bank-wbl.py,family:worldbankwbl:parenthood,parenthood,Strongest legal support for women's parenthood,Strongest legal support for women's parenthood,False,True,True,True,False,represented,False
"World Bank Women, Business and the Law 2026",scripts/import-world-bank-wbl.py,family:worldbankwbl:childcare,childcare,Strongest legal support for childcare,Strongest legal support for childcare,False,True,True,True,False,represented,False
"World Bank Women, Business and the Law 2026",scripts/import-world-bank-wbl.py,family:worldbankwbl:entrepreneurship,entrepreneurship,Strongest legal equality for women entrepreneurs,Strongest legal equality for women entrepreneurs,False,True,True,True,False,represented,False
"World Bank Women, Business and the Law 2026",scripts/import-world-bank-wbl.py,family:worldbankwbl:assets,assets,Strongest legal equality in women's asset rights,Strongest legal equality in women's asset rights,False,True,True,True,False,represented,False
"World Bank Women, Business and the Law 2026",scripts/import-world-bank-wbl.py,family:worldbankwbl:pension,pension,Strongest legal equality in women's pensions,Strongest legal equality in women's pensions,False,True,True,True,False,represented,False
WHO/UNICEF Joint Monitoring Programme,scripts/import-jmp-wash.py,family:whounicefjmp:water-safely-managed,water-safely-managed,Highest safely managed drinking-water coverage,Highest safely managed drinking-water coverage,False,True,True,True,False,represented,False
WHO/UNICEF Joint Monitoring Programme,scripts/import-jmp-wash.py,family:whounicefjmp:water-basic,water-basic,Highest basic drinking-water coverage,Highest basic drinking-water coverage,False,True,True,True,False,represented,False
WHO/UNICEF Joint Monitoring Programme,scripts/import-jmp-wash.py,family:whounicefjmp:water-limited,water-limited,Highest limited drinking-water-service share,Highest limited drinking-water-service share,False,True,True,True,False,represented,False
WHO/UNICEF Joint Monitoring Programme,scripts/import-jmp-wash.py,family:whounicefjmp:water-unimproved,water-unimproved,Highest unimproved drinking-water-service share,Highest unimproved drinking-water-service share,False,True,True,True,False,represented,False
WHO/UNICEF Joint Monitoring Programme,scripts/import-jmp-wash.py,family:whounicefjmp:water-surface,water-surface,Highest surface-water reliance,Highest surface-water reliance,False,True,True,True,False,represented,False
WHO/UNICEF Joint Monitoring Programme,scripts/import-jmp-wash.py,family:whounicefjmp:sanitation-safely-managed,sanitation-safely-managed,Highest safely managed sanitation coverage,Highest safely managed sanitation coverage,False,True,True,True,False,represented,False
WHO/UNICEF Joint Monitoring Programme,scripts/import-jmp-wash.py,family:whounicefjmp:sanitation-basic,sanitation-basic,Highest basic sanitation coverage,Highest basic sanitation coverage,False,True,True,True,False,represented,False
WHO/UNICEF Joint Monitoring Programme,scripts/import-jmp-wash.py,family:whounicefjmp:sanitation-limited,sanitation-limited,Highest limited sanitation-service share,Highest limited sanitation-service share,False,True,True,True,False,represented,False
WHO/UNICEF Joint Monitoring Programme,scripts/import-jmp-wash.py,family:whounicefjmp:sanitation-unimproved,sanitation-unimproved,Highest unimproved sanitation-service share,Highest unimproved sanitation-service share,False,True,True,True,False,represented,False
WHO/UNICEF Joint Monitoring Programme,scripts/import-jmp-wash.py,family:whounicefjmp:open-defecation,open-defecation,Highest open-defecation rate,Highest open-defecation rate,False,True,True,True,False,represented,False
WHO/UNICEF Joint Monitoring Programme,scripts/import-jmp-wash.py,family:whounicefjmp:hygiene-basic,hygiene-basic,Highest basic hygiene-service coverage,Highest basic hygiene-service coverage,False,True,True,True,False,represented,False
WHO/UNICEF Joint Monitoring Programme,scripts/import-jmp-wash.py,family:whounicefjmp:hygiene-limited,hygiene-limited,Highest limited hygiene-service share,Highest limited hygiene-service share,False,True,True,True,False,represented,False
WHO/UNICEF Joint Monitoring Programme,scripts/import-jmp-wash.py,family:whounicefjmp:hygiene-none,hygiene-none,Highest share without a handwashing facility,Highest share without a handwashing facility,False,True,True,True,False,represented,False
World Bank Global Findex 2025,scripts/import-global-findex.py,family:globalfindex:account-ownership,account-ownership,Highest account ownership,Highest account ownership,False,True,True,True,False,represented,False
World Bank Global Findex 2025,scripts/import-global-findex.py,family:globalfindex:financial-institution-account,financial-institution-account,Highest financial-institution account ownership,Highest financial-institution account ownership,False,False,False,False,True,blocked,False
World Bank Global Findex 2025,scripts/import-global-findex.py,family:globalfindex:mobile-money-account,mobile-money-account,Highest mobile-money account ownership,Highest mobile-money account ownership,False,False,False,False,True,blocked,False
World Bank Global Findex 2025,scripts/import-global-findex.py,family:globalfindex:debit-card-ownership,debit-card-ownership,Highest debit-card ownership,Highest debit-card ownership,False,False,False,False,True,blocked,False
World Bank Global Findex 2025,scripts/import-global-findex.py,family:globalfindex:credit-card-ownership,credit-card-ownership,Highest credit-card ownership,Highest credit-card ownership,False,False,False,False,True,blocked,False
World Bank Global Findex 2025,scripts/import-global-findex.py,family:globalfindex:digital-payments,digital-payments,Highest digital-payment use,Highest digital-payment use,False,False,False,False,True,blocked,False
World Bank Global Findex 2025,scripts/import-global-findex.py,family:globalfindex:digital-merchant-payment,digital-merchant-payment,Highest digital merchant-payment use,Highest digital merchant-payment use,False,True,True,True,False,represented,False
World Bank Global Findex 2025,scripts/import-global-findex.py,family:globalfindex:formal-saving,formal-saving,Highest formal saving rate,Highest formal saving rate,False,False,False,False,True,blocked,False
World Bank Global Findex 2025,scripts/import-global-findex.py,family:globalfindex:formal-borrowing,formal-borrowing,Highest formal borrowing rate,Highest formal borrowing rate,False,False,False,False,True,blocked,False
World Bank Global Findex 2025,scripts/import-global-findex.py,family:globalfindex:mobile-phone-ownership,mobile-phone-ownership,Highest mobile-phone ownership,Highest mobile-phone ownership,False,False,False,False,True,blocked,False
World Bank Global Findex 2025,scripts/import-global-findex.py,family:globalfindex:smartphone-ownership,smartphone-ownership,Highest smartphone ownership,Highest smartphone ownership,False,False,False,False,True,blocked,False
World Bank Global Findex 2025,scripts/import-global-findex.py,family:globalfindex:phone-password,phone-password,Highest phone password protection,Highest phone password protection,False,False,False,False,True,blocked,False
World Bank Global Findex 2025,scripts/import-global-findex.py,family:globalfindex:wages-into-account,wages-into-account,Highest share receiving wages into an account,Highest share receiving wages into an account,False,False,False,False,True,blocked,False
