source_line,category_title,domain_and_series,source,quality,legacy_rejection_basis_seed,integrity_status,editorial_disposition,legacy_guard_action,reason_class,first_principles_rationale,recommended_next_action,linked_tracker_ids,linked_tracker_dispositions
1181,Highest households and NPISHs final consumption expenditure: linked series,Economy · NE.CON.PRVT.CN.AD,World Bank,82,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,cross_country_comparability_invalid,"Absolute local-currency or linked/local-currency series is not valid for direct cross-country ranking; this is a hard comparability failure, not merely an old editorial preference.",Keep excluded under the permanent local-currency comparability gate.,,
1182,Highest final consumption expenditure,Economy · NE.CON.TOTL.KN,World Bank,82,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,cross_country_comparability_invalid,"Absolute local-currency or linked/local-currency series is not valid for direct cross-country ranking; this is a hard comparability failure, not merely an old editorial preference.",Keep excluded under the permanent local-currency comparability gate.,,
1184,Highest general government final consumption expenditure,Economy · NE.CON.GOVT.KN,World Bank,82,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,cross_country_comparability_invalid,"Absolute local-currency or linked/local-currency series is not valid for direct cross-country ranking; this is a hard comparability failure, not merely an old editorial preference.",Keep excluded under the permanent local-currency comparability gate.,,
1185,Highest households and NPISHs Final consumption expenditure,Economy · NE.CON.PRVT.KN,World Bank,82,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,cross_country_comparability_invalid,"Absolute local-currency or linked/local-currency series is not valid for direct cross-country ranking; this is a hard comparability failure, not merely an old editorial preference.",Keep excluded under the permanent local-currency comparability gate.,,
1187,Highest households and NPISHs Final consumption expenditure,Economy · NE.CON.PRVT.KD,World Bank,82,generic_v15_rejected_only,failed,retain_exclusion,confirm_reasoned_exclusion,macro_overproliferation,"One of many national-accounts total/constant-price/growth variants with low marginal player value, jargon-heavy naming, or a near-duplicate preferred alternative; economy is already overrepresented.",Keep excluded; do not rebuild the old national-accounts matrix. Reconsider only a separately justified plain-English concept.,,
1188,Highest households and NPISHs Final consumption expenditure per capita,Economy · NE.CON.PRVT.PC.KD,World Bank,82,generic_v15_rejected_only,failed,retain_exclusion,confirm_reasoned_exclusion,macro_overproliferation,"One of many national-accounts total/constant-price/growth variants with low marginal player value, jargon-heavy naming, or a near-duplicate preferred alternative; economy is already overrepresented.",Keep excluded; do not rebuild the old national-accounts matrix. Reconsider only a separately justified plain-English concept.,,
1189,Highest general government final consumption expenditure,Economy · NE.CON.GOVT.KD,World Bank,82,generic_v15_rejected_only,failed,retain_exclusion,confirm_reasoned_exclusion,macro_overproliferation,"One of many national-accounts total/constant-price/growth variants with low marginal player value, jargon-heavy naming, or a near-duplicate preferred alternative; economy is already overrepresented.",Keep excluded; do not rebuild the old national-accounts matrix. Reconsider only a separately justified plain-English concept.,,
1190,Highest gross national expenditure deflator,Economy · NE.DAB.DEFL.ZS,World Bank,82,generic_v15_rejected_only,failed,retain_exclusion,confirm_reasoned_exclusion,macro_overproliferation,"One of many national-accounts total/constant-price/growth variants with low marginal player value, jargon-heavy naming, or a near-duplicate preferred alternative; economy is already overrepresented.",Keep excluded; do not rebuild the old national-accounts matrix. Reconsider only a separately justified plain-English concept.,,
1193,"Highest households and NPISHs Final consumption expenditure per capita, PPP",Development · NE.CON.PCAP.PP.CD,World Bank,82,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,macro_overproliferation,"One of many national-accounts total/constant-price/growth variants with low marginal player value, jargon-heavy naming, or a near-duplicate preferred alternative; economy is already overrepresented.",Keep excluded; do not rebuild the old national-accounts matrix. Reconsider only a separately justified plain-English concept.,,
1194,"Highest households and NPISHs Final consumption expenditure, PPP",Economy · NE.CON.PRVT.PP.CD,World Bank,82,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,macro_overproliferation,"One of many national-accounts total/constant-price/growth variants with low marginal player value, jargon-heavy naming, or a near-duplicate preferred alternative; economy is already overrepresented.",Keep excluded; do not rebuild the old national-accounts matrix. Reconsider only a separately justified plain-English concept.,,
1196,Highest gross savings rate,Economy · NY.GNS.ICTR.ZS,World Bank,82,generic_v15_rejected_only,verified,hold_for_family_curation,keep_reaudit_block,macro_or_landuse_curation,"Potentially understandable after careful naming, but it sits in an already dense macro/land-use family and is not strong enough to clear the legacy block without comparing nearby alternatives.","Hold for family-level editorial curation; prefer the single clearest, most comparable representative metric rather than multiple accounting variants.",,
1209,Highest carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires,Environment · EN.GHG.CO2.LU.MT.CE.AR5,World Bank,81,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,emissions_overproliferation,"This is part of the previously overgrown emissions matrix (gas/sector/LULUCF variants). Even when technically valid, it is too repetitive or specialized relative to a small set of broad emissions anchors.",Keep excluded; any future emissions expansion must demonstrate a genuinely new player-facing concept rather than another gas/sector slice.,,
1212,Highest gross fixed capital formation,Economy · NE.GDI.FTOT.ZS,World Bank,81,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,macro_overproliferation,"One of many national-accounts total/constant-price/growth variants with low marginal player value, jargon-heavy naming, or a near-duplicate preferred alternative; economy is already overrepresented.",Keep excluded; do not rebuild the old national-accounts matrix. Reconsider only a separately justified plain-English concept.,,
1213,Highest gross fixed capital formation,Economy · NE.GDI.FTOT.CN,World Bank,81,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,cross_country_comparability_invalid,"Absolute local-currency or linked/local-currency series is not valid for direct cross-country ranking; this is a hard comparability failure, not merely an old editorial preference.",Keep excluded under the permanent local-currency comparability gate.,,
1214,Highest gross fixed capital formation,Economy · NE.GDI.FTOT.CD,World Bank,81,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,macro_overproliferation,"One of many national-accounts total/constant-price/growth variants with low marginal player value, jargon-heavy naming, or a near-duplicate preferred alternative; economy is already overrepresented.",Keep excluded; do not rebuild the old national-accounts matrix. Reconsider only a separately justified plain-English concept.,,
1215,Highest gross national expenditure,Economy · NE.DAB.TOTL.KN,World Bank,81,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,cross_country_comparability_invalid,"Absolute local-currency or linked/local-currency series is not valid for direct cross-country ranking; this is a hard comparability failure, not merely an old editorial preference.",Keep excluded under the permanent local-currency comparability gate.,,
1217,Highest gross national expenditure,Economy · NE.DAB.TOTL.KD,World Bank,81,generic_v15_rejected_only,failed,retain_exclusion,confirm_reasoned_exclusion,macro_overproliferation,"One of many national-accounts total/constant-price/growth variants with low marginal player value, jargon-heavy naming, or a near-duplicate preferred alternative; economy is already overrepresented.",Keep excluded; do not rebuild the old national-accounts matrix. Reconsider only a separately justified plain-English concept.,,
1255,Most large separate land areas,Geography · most-large-land-areas,Natural Earth,80,generic_v15_rejected_only,,retain_exclusion,confirm_reasoned_exclusion,arbitrary_threshold_niche,Counting separate land areas—especially “large” areas—depends on arbitrary geometry/threshold choices and is less intuitive than stronger map-based geography concepts.,Keep excluded from the core catalog.,,
1256,Highest final consumption expenditure,Economy · NE.CON.TOTL.KD.ZG,World Bank,80,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,macro_overproliferation,"One of many national-accounts total/constant-price/growth variants with low marginal player value, jargon-heavy naming, or a near-duplicate preferred alternative; economy is already overrepresented.",Keep excluded; do not rebuild the old national-accounts matrix. Reconsider only a separately justified plain-English concept.,,
1257,Highest households and NPISHs Final consumption expenditure,Economy · NE.CON.PRVT.KD.ZG,World Bank,80,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,macro_overproliferation,"One of many national-accounts total/constant-price/growth variants with low marginal player value, jargon-heavy naming, or a near-duplicate preferred alternative; economy is already overrepresented.",Keep excluded; do not rebuild the old national-accounts matrix. Reconsider only a separately justified plain-English concept.,,
1258,Highest gross fixed capital formation,Economy · NE.GDI.FTOT.KN,World Bank,80,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,cross_country_comparability_invalid,"Absolute local-currency or linked/local-currency series is not valid for direct cross-country ranking; this is a hard comparability failure, not merely an old editorial preference.",Keep excluded under the permanent local-currency comparability gate.,,
1259,Highest gross capital formation,Economy · NE.GDI.TOTL.KD,World Bank,80,generic_v15_rejected_only,failed,retain_exclusion,confirm_reasoned_exclusion,macro_overproliferation,"One of many national-accounts total/constant-price/growth variants with low marginal player value, jargon-heavy naming, or a near-duplicate preferred alternative; economy is already overrepresented.",Keep excluded; do not rebuild the old national-accounts matrix. Reconsider only a separately justified plain-English concept.,existing:NE.GDI.TOTL.CN,blocked_re_source
1260,Highest gross fixed capital formation,Economy · NE.GDI.FTOT.KD,World Bank,80,generic_v15_rejected_only,failed,retain_exclusion,confirm_reasoned_exclusion,macro_overproliferation,"One of many national-accounts total/constant-price/growth variants with low marginal player value, jargon-heavy naming, or a near-duplicate preferred alternative; economy is already overrepresented.",Keep excluded; do not rebuild the old national-accounts matrix. Reconsider only a separately justified plain-English concept.,,
1288,Highest carbon dioxide (CO2) net fluxes from LULUCF - Deforestation,Environment · EN.GHG.CO2.LU.DF.MT.CE.AR5,World Bank,79,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,emissions_overproliferation,"This is part of the previously overgrown emissions matrix (gas/sector/LULUCF variants). Even when technically valid, it is too repetitive or specialized relative to a small set of broad emissions anchors.",Keep excluded; any future emissions expansion must demonstrate a genuinely new player-facing concept rather than another gas/sector slice.,,
1289,Highest general government final consumption expenditure,Economy · NE.CON.GOVT.KD.ZG,World Bank,79,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,macro_overproliferation,"One of many national-accounts total/constant-price/growth variants with low marginal player value, jargon-heavy naming, or a near-duplicate preferred alternative; economy is already overrepresented.",Keep excluded; do not rebuild the old national-accounts matrix. Reconsider only a separately justified plain-English concept.,,
1290,Fastest households and NPISHs Final consumption expenditure per capita growth,Economy · NE.CON.PRVT.PC.KD.ZG,World Bank,79,generic_v15_rejected_only,verified,hold_for_family_curation,keep_reaudit_block,macro_or_landuse_curation,"Potentially understandable after careful naming, but it sits in an already dense macro/land-use family and is not strong enough to clear the legacy block without comparing nearby alternatives.","Hold for family-level editorial curation; prefer the single clearest, most comparable representative metric rather than multiple accounting variants.",,
1324,Lowest primary out-of-school rate,Education · ROFST.1.CP,UNESCO UIS,78,generic_v15_rejected_only,verified,advance_to_validation,clear_generic_legacy_block,broad_intuitive_distinct,"Out-of-school rates are intuitive, globally meaningful education-access measures; primary and upper-secondary provide meaningfully different stages without keeping every adjacent stage.",Validate the UNESCO UIS source-family rows and retain only these stage anchors unless later playtesting supports more.,family:unesco:lowest-primary-out-of-school,ready_for_source_family_validation
1357,Highest secondary-school enrollment,Education · GER.2T3,UNESCO UIS,77,generic_v15_rejected_only,verified,hold_for_family_curation,keep_reaudit_block,family_density_near_duplicate,"Plausible in isolation, but too close to a stronger retained stage/subject/infrastructure anchor or part of an over-dense education family; needs family-level curation before any legacy block is cleared.",Keep quarantined; compare against the selected UNESCO anchors and only promote if it adds a clearly different player experience.,family:unesco:highest-secondary-enrollment,ready_for_source_family_validation
1359,Highest gross fixed capital formation,Economy · NE.GDI.FTOT.KD.ZG,World Bank,77,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,macro_overproliferation,"One of many national-accounts total/constant-price/growth variants with low marginal player value, jargon-heavy naming, or a near-duplicate preferred alternative; economy is already overrepresented.",Keep excluded; do not rebuild the old national-accounts matrix. Reconsider only a separately justified plain-English concept.,,
1442,Highest education spending share of GDP,Government · XGDP.FSGOV,UNESCO UIS,75,generic_v15_rejected_only,verified,advance_to_validation,clear_generic_legacy_block,broad_intuitive_distinct,"Distinct, understandable education/science-system dimension that adds breadth beyond enrollment/completion without being a demographic slice.",Validate the recovered UIS series and coverage; keep fail-closed until the source-family gate passes.,family:unesco:highest-education-spending-gdp,ready_for_source_family_validation
1443,Highest tertiary enrollment,Education · GER.5T8,UNESCO UIS,75,generic_v15_rejected_only,verified,advance_to_validation,clear_generic_legacy_block,broad_intuitive_distinct,"Distinct, understandable education/science-system dimension that adds breadth beyond enrollment/completion without being a demographic slice.",Validate the recovered UIS series and coverage; keep fail-closed until the source-family gate passes.,family:unesco:highest-tertiary-enrollment,ready_for_source_family_validation
1455,Largest sports-equipment exports,Trade · 9506,UN Comtrade,75,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,product_specific_trade_niche,Sports-equipment exports is a narrow product-trade slice and the product decision explicitly removed it; it does not justify more economy/trade density.,Keep excluded; do not restore through another trade source.,,
1488,Highest universal-health-coverage score,Healthcare · UHC_AVAILABILITY_SCORE,WHO,74,generic_v15_rejected_only,failed,advance_to_validation,clear_generic_legacy_block,broad_health_anchor,"Broad, recognizable public-health or health-system measure that adds a distinct player-facing dimension and is not merely a demographic slice.","Validate the WHO source-family series, denominator, year consistency and coverage; retain fail-closed status until those gates pass.",family:who:highest-uhc-service-coverage,ready_for_source_family_validation
1492,Lowest average rainfall,Climate · AG.LND.PRCP.MM,World Bank,74,generic_v15_rejected_only,failed,advance_to_validation,clear_generic_legacy_block,high_value_source_repair,"Average rainfall is intuitive physical-world knowledge and belongs in a weak catalog domain; the historical WDI integrity failure is a source-path problem, not a reason to discard the concept.",Use a validated climate source rather than the failed historical path; resolve definition/year aggregation before activation.,,
1547,Lowest youth NEET rate,Labor · EIP_NEET_SEX_RT_A,ILOSTAT,72,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,specialized_or_jargon,NEET/time-related-underemployment terminology is specialized and less immediately interpretable than stronger labor-market measures; the core catalog should not multiply technical labor variants.,Keep excluded from the core playable catalog.,family:ilostat:lowest-neet-rate,ready_for_source_family_validation
1548,Highest outbound student mobility,Education · MOR.5T8.40505,UNESCO UIS,72,generic_v15_rejected_only,verified,advance_to_validation,clear_generic_legacy_block,broad_intuitive_distinct,"Distinct, understandable education/science-system dimension that adds breadth beyond enrollment/completion without being a demographic slice.",Validate the recovered UIS series and coverage; keep fail-closed until the source-family gate passes.,family:unesco:highest-outbound-student-mobility,ready_for_source_family_validation
1557,Highest carbon dioxide (CO2) net fluxes from LULUCF - Other Land,Environment · EN.GHG.CO2.LU.OL.MT.CE.AR5,World Bank,72,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,emissions_overproliferation,"This is part of the previously overgrown emissions matrix (gas/sector/LULUCF variants). Even when technically valid, it is too repetitive or specialized relative to a small set of broad emissions anchors.",Keep excluded; any future emissions expansion must demonstrate a genuinely new player-facing concept rather than another gas/sector slice.,,
1602,Lowest diabetes death rate,Health · SA_0000001440,WHO,70,generic_v15_rejected_only,verified,hold_for_family_curation,keep_reaudit_block,cause_specific_health_density,"Understandable cause-specific mortality measure, but shipping multiple disease-by-disease death-rate categories risks replacing breadth with a health-cause matrix.",Hold for health-family curation; promote only a small number of the most recognizable disease outcomes.,family:who:lowest-diabetes-death-rate,ready_for_source_family_validation
1604,Lowest time-related underemployment,Labor · EMP_XTRU_SEX_RT_A,ILOSTAT,70,generic_v15_rejected_only,verified,retain_exclusion,confirm_reasoned_exclusion,specialized_or_jargon,NEET/time-related-underemployment terminology is specialized and less immediately interpretable than stronger labor-market measures; the core catalog should not multiply technical labor variants.,Keep excluded from the core playable catalog.,family:ilostat:lowest-time-underemployment,hold_for_individual_editorial_review
1636,Lowest primary-school repetition rate,Education · REPR.1.G1.CP,UNESCO UIS,69,generic_v15_rejected_only,verified,hold_for_family_curation,keep_reaudit_block,family_density_near_duplicate,"Plausible in isolation, but too close to a stronger retained stage/subject/infrastructure anchor or part of an over-dense education family; needs family-level curation before any legacy block is cleared.",Keep quarantined; compare against the selected UNESCO anchors and only promote if it adds a clearly different player experience.,family:unesco:lowest-primary-repetition,ready_for_source_family_validation
1637,Highest share of women in management,Labor · SDG_0552_NOC_RT_A,ILOSTAT,69,generic_v15_rejected_only,verified,advance_to_validation,clear_generic_legacy_block,broad_labor_anchor,Distinct and reasonably intuitive labor-market/workplace measure that broadens the catalog beyond unemployment and output statistics.,Validate ILOSTAT series definitions/coverage and use plain-English copy before activation.,family:ilostat:highest-women-management,ready_for_source_family_validation
1638,Highest school internet access,Technology · SCHBSP.1.WINTERN,UNESCO UIS,69,generic_v15_rejected_only,verified,advance_to_validation,clear_generic_legacy_block,infrastructure_breadth,Concrete school-infrastructure measure that players can readily interpret; selected as an anchor from a larger cluster rather than shipping every closely related facility indicator.,Validate the UIS school-infrastructure series; preserve family caps so internet/electricity/sanitation do not proliferate into a near-duplicate block.,family:unesco:highest-school-internet,ready_for_source_family_validation
1671,Highest school computer access,Technology · SCHBSP.1.WCOMPUT,UNESCO UIS,68,generic_v15_rejected_only,verified,hold_for_family_curation,keep_reaudit_block,family_density_near_duplicate,"Plausible in isolation, but too close to a stronger retained stage/subject/infrastructure anchor or part of an over-dense education family; needs family-level curation before any legacy block is cleared.",Keep quarantined; compare against the selected UNESCO anchors and only promote if it adds a clearly different player experience.,family:unesco:highest-school-computers,ready_for_source_family_validation
1672,Lowest cancer death rate,Health · SA_0000001438,WHO,68,generic_v15_rejected_only,verified,hold_for_family_curation,keep_reaudit_block,cause_specific_health_density,"Understandable cause-specific mortality measure, but shipping multiple disease-by-disease death-rate categories risks replacing breadth with a health-cause matrix.",Hold for health-family curation; promote only a small number of the most recognizable disease outcomes.,family:who:lowest-cancer-death-rate,ready_for_source_family_validation
1673,Lowest informal-employment rate,Labor · EMP_NIFL_SEX_RT_A,ILOSTAT,68,generic_v15_rejected_only,verified,advance_to_validation,clear_generic_legacy_block,broad_labor_anchor,Distinct and reasonably intuitive labor-market/workplace measure that broadens the catalog beyond unemployment and output statistics.,Validate ILOSTAT series definitions/coverage and use plain-English copy before activation.,family:ilostat:lowest-informal-employment,ready_for_source_family_validation
1682,Most internally displaced people,Displacement · population:coa:idps,UNHCR,68,generic_v15_rejected_only,verified,advance_to_validation,clear_generic_legacy_block,broad_intuitive_distinct,"Broad, recognizable displacement measure with a distinct player-facing question; the old generic rejection is not a sufficient reason to suppress it.",Use the recovered UNHCR Refugee Data Finder importer; validate coverage/year consistency and then clear the legacy-only blocker.,family:unhcr:most-internally-displaced-people,ready_for_source_family_validation
1687,Longest average working week,Labor · HOW_UEES_SEX_NB_A,ILOSTAT,67,generic_v15_rejected_only,verified,advance_to_validation,clear_generic_legacy_block,broad_labor_anchor,Distinct and reasonably intuitive labor-market/workplace measure that broadens the catalog beyond unemployment and output statistics.,Validate ILOSTAT series definitions/coverage and use plain-English copy before activation.,family:ilostat:longest-working-week,ready_for_source_family_validation
1688,Most researchers per million people,Science · RESDEN.INHAB.TFTE,UNESCO UIS,67,generic_v15_rejected_only,verified,advance_to_validation,clear_generic_legacy_block,broad_intuitive_distinct,"Distinct, understandable education/science-system dimension that adds breadth beyond enrollment/completion without being a demographic slice.",Validate the recovered UIS series and coverage; keep fail-closed until the source-family gate passes.,family:unesco:most-researchers,ready_for_source_family_validation
1701,Highest school electricity access,Infrastructure · SCHBSP.1.WELEC,UNESCO UIS,66,generic_v15_rejected_only,verified,advance_to_validation,clear_generic_legacy_block,infrastructure_breadth,Concrete school-infrastructure measure that players can readily interpret; selected as an anchor from a larger cluster rather than shipping every closely related facility indicator.,Validate the UIS school-infrastructure series; preserve family caps so internet/electricity/sanitation do not proliferate into a near-duplicate block.,family:unesco:highest-school-electricity,ready_for_source_family_validation
1720,Highest school drinking-water access,Infrastructure · SCHBSP.1.WWATA,UNESCO UIS,65,generic_v15_rejected_only,verified,hold_for_family_curation,keep_reaudit_block,family_density_near_duplicate,"Plausible in isolation, but too close to a stronger retained stage/subject/infrastructure anchor or part of an over-dense education family; needs family-level curation before any legacy block is cleared.",Keep quarantined; compare against the selected UNESCO anchors and only promote if it adds a clearly different player experience.,family:unesco:highest-school-drinking-water,ready_for_source_family_validation
1721,Highest school handwashing access,Infrastructure · SCHBSP.1.WWASH,UNESCO UIS,65,generic_v15_rejected_only,verified,hold_for_family_curation,keep_reaudit_block,family_density_near_duplicate,"Plausible in isolation, but too close to a stronger retained stage/subject/infrastructure anchor or part of an over-dense education family; needs family-level curation before any legacy block is cleared.",Keep quarantined; compare against the selected UNESCO anchors and only promote if it adds a clearly different player experience.,family:unesco:highest-school-handwashing,ready_for_source_family_validation
1729,"Highest individuals using the Internet, female",Infrastructure · IT.NET.USER.FE.ZS,World Bank,65,generic_v15_rejected_only,,retain_exclusion,confirm_reasoned_exclusion,subgroup_slice,Demographic subgroup slice of a broader access/use concept; the default catalog should prefer the all-population measure unless the subgroup itself is the central idea.,Keep excluded from the core playable catalog.,,
1730,"Highest individuals using the Internet, male",Infrastructure · IT.NET.USER.MA.ZS,World Bank,65,generic_v15_rejected_only,,retain_exclusion,confirm_reasoned_exclusion,subgroup_slice,Demographic subgroup slice of a broader access/use concept; the default catalog should prefer the all-population measure unless the subgroup itself is the central idea.,Keep excluded from the core playable catalog.,,
1775,Most refugees returned home,Displacement · solutions:coo:returned_refugees,UNHCR,64,generic_v15_rejected_only,verified,hold_for_family_curation,keep_reaudit_block,family_density_specialty,"Understandable, but it is a narrower solutions/returns measure and adds less breadth than the core asylum/refugee/displacement stock categories.",Keep quarantined until the UNHCR family is curated as a whole and a specialty slot is justified.,family:unhcr:most-refugees-returned-home,ready_for_source_family_validation
1783,Highest school sanitation access,Infrastructure · SCHBSP.1.WTOILA,UNESCO UIS,63,generic_v15_rejected_only,verified,advance_to_validation,clear_generic_legacy_block,infrastructure_breadth,Concrete school-infrastructure measure that players can readily interpret; selected as an anchor from a larger cluster rather than shipping every closely related facility indicator.,Validate the UIS school-infrastructure series; preserve family caps so internet/electricity/sanitation do not proliferate into a near-duplicate block.,family:unesco:highest-school-sanitation,ready_for_source_family_validation
1784,Lowest youth unemployment rate,Labor · UNE_3EAP_SEX_AGE_DSB_RT_A,ILOSTAT,63,generic_v15_rejected_only,,hold_for_family_curation,keep_reaudit_block,labor_methodology_or_density,"Potentially useful, but either jargon/denominator-sensitive, source-repair dependent, a subgroup variant, or a lower-priority specialty labor measure; it needs family-level comparison before activation.",Keep fail-closed while curating the ILOSTAT family; promote only if the definition is intuitive and it adds a distinct board experience.,family:ilostat:lowest-youth-unemployment,ready_for_source_family_validation
1796,Highest skilled birth-attendance rate,Maternal Health · MDG_0000000025,WHO,62,generic_v15_rejected_only,,advance_to_validation,clear_generic_legacy_block,broad_health_anchor,"Broad, recognizable public-health or health-system measure that adds a distinct player-facing dimension and is not merely a demographic slice.","Validate the WHO source-family series, denominator, year consistency and coverage; retain fail-closed status until those gates pass.",family:who:highest-skilled-birth-attendance,ready_for_source_family_validation
1805,"Highest gross fixed capital formation, private sector",Economy · NE.GDI.FPRV.CN,World Bank,62,generic_v15_rejected_only,,retain_exclusion,confirm_reasoned_exclusion,cross_country_comparability_invalid,"Absolute local-currency or linked/local-currency series is not valid for direct cross-country ranking; this is a hard comparability failure, not merely an old editorial preference.",Keep excluded under the permanent local-currency comparability gate.,,
1806,"Highest gross fixed capital formation, private sector",Economy · NE.GDI.FPRV.ZS,World Bank,62,generic_v15_rejected_only,,hold_for_family_curation,keep_reaudit_block,macro_or_landuse_curation,"Potentially understandable after careful naming, but it sits in an already dense macro/land-use family and is not strong enough to clear the legacy block without comparing nearby alternatives.","Hold for family-level editorial curation; prefer the single clearest, most comparable representative metric rather than multiple accounting variants.",,
1816,Most other people needing international protection,Displacement · population:coa:oip,UNHCR,61,generic_v15_rejected_only,,retain_exclusion,confirm_reasoned_exclusion,specialized_or_jargon,Too specialized for the core playable catalog: the label depends on UNHCR-specific status terminology or a narrow return-flow subcategory rather than broadly recognizable world knowledge.,Keep excluded; do not reactivate merely because the UNHCR source now validates.,family:unhcr:most-other-people-needing-protection,ready_for_source_family_validation
1817,Highest survival to the last grade of primary school,Education · SR.1.GLAST.CP,UNESCO UIS,60,generic_v15_rejected_only,verified,hold_for_family_curation,keep_reaudit_block,family_density_near_duplicate,"Plausible in isolation, but too close to a stronger retained stage/subject/infrastructure anchor or part of an over-dense education family; needs family-level curation before any legacy block is cleared.",Keep quarantined; compare against the selected UNESCO anchors and only promote if it adds a clearly different player experience.,family:unesco:highest-primary-survival,ready_for_source_family_validation
1819,Highest lower-secondary reading proficiency,Education · READ.LOWERSEC,UNESCO UIS,60,generic_v15_rejected_only,verified,advance_to_validation,clear_generic_legacy_block,learning_outcome_anchor,"Reading and mathematics proficiency are distinct, recognizable learning outcomes; lower-secondary is retained as the common stage anchor to avoid four stage-by-subject variants.",Validate UIS assessment comparability and country coverage; do not automatically add the corresponding primary-stage duplicates.,family:unesco:highest-reading-proficiency-lower-secondary,ready_for_source_family_validation
1826,Most internally displaced people returned,Displacement · solutions:coa:returned_idps,UNHCR,60,generic_v15_rejected_only,,retain_exclusion,confirm_reasoned_exclusion,specialized_or_jargon,Too specialized for the core playable catalog: the label depends on UNHCR-specific status terminology or a narrow return-flow subcategory rather than broadly recognizable world knowledge.,Keep excluded; do not reactivate merely because the UNHCR source now validates.,family:unhcr:most-returned-idps,ready_for_source_family_validation
1827,Highest youth literacy rate,Education · LR.AG15T24,UNESCO UIS,59,generic_v15_rejected_only,,retain_exclusion,confirm_reasoned_exclusion,subgroup_slice,Youth literacy is an age-sliced variant of the broader literacy concept; the catalog should prefer adult/general literacy rather than multiplying demographic variants.,Keep excluded unless a future mode explicitly calls for demographic subgroup categories.,family:unesco:highest-youth-literacy,ready_for_source_family_validation
1830,Highest primary mathematics proficiency,Education · MATH.PRIMARY,UNESCO UIS,58,generic_v15_rejected_only,verified,hold_for_family_curation,keep_reaudit_block,family_density_near_duplicate,"Plausible in isolation, but too close to a stronger retained stage/subject/infrastructure anchor or part of an over-dense education family; needs family-level curation before any legacy block is cleared.",Keep quarantined; compare against the selected UNESCO anchors and only promote if it adds a clearly different player experience.,family:unesco:highest-math-proficiency-primary,ready_for_source_family_validation
1832,Highest lower-secondary mathematics proficiency,Education · MATH.LOWERSEC,UNESCO UIS,58,generic_v15_rejected_only,verified,advance_to_validation,clear_generic_legacy_block,learning_outcome_anchor,"Reading and mathematics proficiency are distinct, recognizable learning outcomes; lower-secondary is retained as the common stage anchor to avoid four stage-by-subject variants.",Validate UIS assessment comparability and country coverage; do not automatically add the corresponding primary-stage duplicates.,family:unesco:highest-math-proficiency-lower-secondary,ready_for_source_family_validation
1857,Highest adult literacy rate,Education · LR.AG15T99,UNESCO UIS,57,generic_v15_rejected_only,,advance_to_validation,clear_generic_legacy_block,broad_intuitive_distinct,"Adult literacy is a broad, familiar national outcome and is preferable to narrower age-slice variants.",Resolve/validate the current UIS literacy series and coverage before activation.,family:unesco:highest-adult-literacy,ready_for_source_family_validation
1878,Highest carbon dioxide (CO2) net fluxes from LULUCF - Organic Soil,Environment · EN.GHG.CO2.LU.OS.MT.CE.AR5,World Bank,55,generic_v15_rejected_only,,retain_exclusion,confirm_reasoned_exclusion,emissions_overproliferation,"This is part of the previously overgrown emissions matrix (gas/sector/LULUCF variants). Even when technically valid, it is too repetitive or specialized relative to a small set of broad emissions anchors.",Keep excluded; any future emissions expansion must demonstrate a genuinely new player-facing concept rather than another gas/sector slice.,,
1893,Lowest alcohol-attributable death rate,Health · SA_0000001807_AA,WHO,52,generic_v15_rejected_only,,hold_for_family_curation,keep_reaudit_block,specialty_health_density,Potentially valid but narrower/specialized than stronger health anchors or closely related to another retained access/care measure.,Keep quarantined pending health-family curation and coverage review.,family:who:lowest-harmful-alcohol-use,hold_for_individual_editorial_review
